"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","qf"
8.36,0.8845,0.171,2.635,0.1225,11,24.9,0.997464,3.398,0.57,9.955,"red_qual.3"
7.77924528301887,0.693962264150943,0.174150943396226,2.69433962264151,0.0906792452830189,12.2641509433962,36.2452830188679,0.996542452830189,3.38150943396226,0.596415094339623,10.2650943396226,"red_qual.4"
8.16725403817915,0.577041116005874,0.243685756240822,2.52885462555066,0.0927356828193833,16.9838472834068,56.5139500734214,0.99710362701909,3.30494860499266,0.620969162995595,9.89970631424376,"red_qual.5"
8.34717868338558,0.497484326018809,0.273824451410658,2.47719435736677,0.0849561128526646,15.7115987460815,40.8699059561129,0.996615062695925,3.31807210031348,0.675329153605016,10.6295193312435,"red_qual.6"
8.87236180904523,0.40391959798995,0.375175879396985,2.72060301507538,0.0765879396984925,14.0452261306533,35.0201005025126,0.996104271356784,3.29075376884422,0.741256281407035,11.4659128978224,"red_qual.7"
8.56666666666667,0.423333333333333,0.391111111111111,2.57777777777778,0.0684444444444444,13.2777777777778,33.4444444444444,0.995212222222222,3.26722222222222,0.767777777777778,12.0944444444444,"red_qual.8"
7.6,0.33325,0.336,6.3925,0.0543,53.325,170.6,0.994884,3.1875,0.4745,10.345,"wht_qual.3"
7.12944785276074,0.381226993865031,0.304233128834356,4.62822085889571,0.0500981595092025,23.3588957055215,125.279141104294,0.994276687116564,3.18288343558282,0.476134969325153,10.1524539877301,"wht_qual.4"
6.93397391901167,0.302010981468771,0.337652711050103,7.33496911461908,0.0515463280713796,36.4320521619767,150.904598490048,0.995262570350034,3.16883321894303,0.482203157172272,9.80884008236102,"wht_qual.5"
6.83767060964513,0.26056414922657,0.338025477707006,6.44160600545951,0.0452174704276615,35.6505914467698,137.047315741583,0.993961348953594,3.18859872611465,0.491105550500455,10.5753715498938,"wht_qual.6"
6.73471590909091,0.262767045454545,0.325625,5.18647727272727,0.0381909090909091,34.1255681818182,125.114772727273,0.992452397727273,3.21389772727273,0.503102272727273,11.3679356060606,"wht_qual.7"
6.67833333333333,0.277972222222222,0.328166666666667,5.62833333333333,0.0380111111111111,36.6277777777778,125.883333333333,0.992214388888889,3.22116666666667,0.485666666666667,11.6511111111111,"wht_qual.8"